index,predicate
7219,success
354,amount>0
9508,recipient!=address(0)
2263,transactionIndex==0||proposal.transactions[transactionIndex.sub(1)].to==address(0)
876,_implementation()==address(0)
7432,msg.sender==owner
8082,SwapThresholdAmount>69000000
1722,c/a==b
7067,"principalOut<=_convertFromUsd(globals,liquidityAsset,100)"
4518,isContract(target)
5837,_value<=balances[_from]
8040,_value<=balances[_who]
7407,_msgSender()!=address(0)
9439,c/a==b
3796,"hasRole(DEFAULT_ADMIN_ROLE,msg.sender)"
7296,!paused
7047,newOwner!=address(0)
9524,value<2**255
8933,_to!=address(0)
6364,b>0
5017,_initializing
326,_exists(tokenId)
586,!hasDeposit(newOperator)
5448,_startDate>=now
1992,msg.sender==newOwner
9984,characterContract.balanceOf(msg.sender)>0||lootContract.balanceOf(msg.sender)>0
8167,paused
8194,__implementation!=_newImplementation&&_newImplementation!=address(0)
1693,payoutAddr!=address(0)
117,vaultData.tokens.contains(token)
9789,s.entryCaller==s.owner||s.entryCaller==s.foldingRegistry
5842,_value<=balances[_from]
4001,disputed==true
787,owedTokenToWithdraw<=availableForBucket[bucket]
6064,teamId==1||teamId==2
2549,"_makerWallet.updateBalance(takerOfferToken,_toMakerAmount,false)"
9144,rAmount<=_rTotal
9766,recipient!=address(0)
4434,c>=a
3973,to!=address(0x0)
5591,_loanMetadata.liquidatableTimeAllowance!=0&&block.timestamp>=_loanMetadata.liquidatableTimeAllowance
1348,account!=address(0)
4805,_addressNotNull(_to)
8794,CollectionNotificationI(notificationContract).onContractAdded(_initial)==CollectionNotificationI(notificationContract).onContractAdded.selector
2718,sender!=address(0)
9986,characterPrice<=msg.value
8854,balanceOf[_from]>=_value
2700,success
7538,newTradeWallet!=address(0)
3297,totalFees<=25
3709,isContract(target)
5163,_isOnAuction(auction)
602,ERC20Burnable(_token)==token
8168,!mintingFinished
25,c/a==b
8301,owner!=address(0)
4367,senderBalance>=amount
4140,success
6286,vars.amountOfCollateralNeededETH<=vars.userCollateralBalanceETH
1811,c/a==b
1430,balanceOf(_msgSender())==0
7838,stakeRequests[_stakeRequestHash].staker!=address(0)
6052,msg.sender==owner
6198,newOwner!=address(0)
5409,bps<=100*100
73,"_msgSender()==owner||ERC721.isApprovedForAll(owner,_msgSender())"
5242,payment!=0
3947,success
1835,_valueWei>=TICKET_PRICE
284,payment!=0
4049,"condition(_from,_value)"
4536,ERC721.ownerOf(tokenId)==from
7898,maxTxAmount>0
5991,_master==msg.sender
479,to!=_msgSender()
9843,returnedAmountOfETH>0
7516,!freezes[msg.sender]
2871,spotPriceBefore<=maxPrice
224,totalSupply()+_count<=MAX_OW
6665,_exists(tokenId)
7917,balanceOf(from)>=SCCC
2496,"(value==0)||(token.allowance(address(this),spender)==0)"
868,b!=0
9684,isContract(target)
560,flaggedPosition!=0
4252,ERC721.ownerOf(tokenId)==from
8768,recipient!=address(0)
9161,a==0||c/a==b
7295,controller.isTokenBankroll(msg.sender)
6134,balanceOf[_from]>=_value
2290,msg.sender==_getFinancialContractsAdminAddress()
7737,msg.sender==owner
8685,ratio!=0
5470,recipient!=address(0)
6981,block.timestamp>lastManualLpBurnTime+manualBurnFrequency
2793,_msgSender()==rewardDistribution
481,"_isApprovedOrOwner(_msgSender(),tokenId)"
8213,b!=0
2636,recipient!=address(0)
9032,c>=a
7885,isContract(target)
9568,account!=address(0)
2135,c>=a
1538,MIN_AMOUNT_SCALE<=_licence_&&_licence_<=MAX_AMOUNT_SCALE
5854,_amount<=allowed[_from][msg.sender]
3727,to!=address(0)
2272,_getFeeAdjustedCollateral(positions[newSponsorAddress].rawCollateral).isEqual(FixedPoint.fromUnscaledUint(0))
6425,"loanTokens[i].universalTransfer(target,amounts[i],true)"
1445,_exists(tokenId)
2854,_finalized
6466,success
5137,cap_>0
3515,_paused
2458,devices[_device].exists
6781,newX>0&&newY>0
2350,params.withdrawalLiveness!=0
1507,_isTransferable
7637,_amount<=balances[_from]
2203,disputer!=address(0)
3778,_target!=address(0)
8398,isMinter[msg.sender]
7230,!_isExcluded[account]
5569,msg.sender!=_loanDetails.lender
440,msg.sender==parentAddress
2057,msg.sender==_owner
7649,_whiteListPaused==false
4840,amount0Out>0||amount1Out>0
8157,_amountIn>0
6440,_newOwner!=address(0)
9313,success
6898,account!=address(0)
9589,isContract(target)
949,option.state==State.Active
6355,msg.sender==owner
6291,amountSent!=uint256(-1)||msg.sender==onBehalfOf
137,_level>0&&_level<9
9483,available>=amount
6306,rewardRate<=balance.div(remaining)
7046,_owner==_msgSender()
6843,!_isExcluded[sender]
9238,!investors[beneficiary].isCompensated
1091,msg.data.length==0
4331,frozenList[targetAddress]!=true
8555,currentOwner!=address(0)
996,b>0
8144,owner!=address(0)
4668,newAdmin!=address(0)
1562,isSetWhitelist
719,loanOffering.expirationTimestamp>block.timestamp
8905,value>=type(int128).min&&value<=type(int128).max
7460,account!=address(0)
273,_exists(tokenId)
219,secondPresaleOpen||thirdPresaleOpen
4855,to!=address(0)
3150,b>0
7800,tbtcDepositToken.exists(_tdtId)
212,firstPresaleOpen
8110,_to!=address(0)
5665,_transferFeePercentage!=transferFeePercentage
1099,!_d.inEndState()
5939,value==0
1481,newOwner!=address(0)
7864,msg.sender==manager
8441,spender!=address(0)
4580,end==0
8879,msg.sender==owner
7548,walletQuantity(msg.sender)+1<=maxPerFreeMint
8103,balances[msg.sender]>=_value&&totalSupply>=_value&&_value>0
6877,b<=a
8557,isContract(_dst)
4021,"(value==0)||(token.allowance(address(this),spender)==0)"
2512,interfaceId!=0xffffffff
612,revokedWithdrawn<revoked
3829,account!=0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
5545,to!=address(this)
3873,tokensSold.add(_value)<=saleLimit
7303,m.length==64
4631,index<ERC721.balanceOf(owner)
662,!isContract(msg.sender)
2729,msg.sender==owner
4677,owner!=address(0)
846,success
5357,contractAddress!=_blacklist[i]
606,_stakingPolicy!=address(0)
859,account!=address(0)
3719,"_isApprovedOrOwner(_msgSender(),tokenId)"
6809,c>=a
5777,"hasRole(PAUSER_ROLE,_msgSender())"
6289,variableDebt>0
3815,c/a==b
5071,isContract(target)
8851,balanceOf[msg.sender]>=_value
2606,_tokenAddr!=address(this)
6917,address(this).call.value(msg.value)(data)
2198,"getState(msg.sender,identifier,timestamp,ancillaryData)==State.Requested"
5052,"(value==0)||(token.allowance(address(this),spender)==0)"
9264,capReached
4016,c/a==b
9688,rAmount<=_rTotal
4887,spender!=address(0)
5015,startingIndex==0
9635,"token.transferFrom(from,to,value)"
822,c/a==b
8354,amount<=_unfrozenBalances[owner]
1602,!stopped
3519,account!=address(0)
5546,value<=balanceOf(from)
2555,b>0
5012,supply+_nbTokens<=(maxMasks-_reserved)
844,address(this).balance>=fee
8660,safu!=address(0)
6308,pool!=address(0)
3870,newSeller!=address(0)
7565,c>=a
486,!_exists(tokenId)
2849,_records[tokenOut].bound
1828,balances[_addr]!=0
4056,balanceOf[_from]>=_value
1988,b<=a
9939,account!=address(0)
2899,_guardValue==0
1685,"!isEqual(eMail,"""")"
2971,data[dataLocation]==expectedData[i]
4801,_newCOO!=address(0)
123,msg.sender==Powered.getPowerController()
2550,"Token(takerOfferToken).transferFrom(_takerWallet,_makerWallet,_toMakerAmount)"
7736,b>0
4390,msg.value==(SALE_PRICE*qty)
1609,!hasProxy(hot)
2077,b<=a
7876,block.timestamp>_lockTime
702,transaction.loanOffering.expirationTimestamp>block.timestamp
4809,newGameId==uint256(uint32(newGameId))
3554,!_paused
1338,"hasRole(_roles[role].adminRole,_msgSender())"
5701,os
5938,newOwner!=address(0)
5596,val>0
5218,_amounts[i]>0
2420,account==_administrator
7034,b>0
7457,sender!=address(0)
1115,keccak256(_output.extractHash())==keccak256(abi.encodePacked(signerPKH(_d)))
7927,spender!=address(0)
5703,success
8881,aSBlock<=block.number&&block.number<=aEBlock
2548,"_takerWallet.updateBalance(takerOfferToken,_toMakerAmount,true)"
5726,PromoMintCount>0
4259,owner()==_msgSender()
6281,vars.userCollateralBalanceETH>0
2765,b<=a
1491,sender!=address(0)
3955,spender!=address(0)
749,POSITION_ID==positionId
7001,"keccak256(abi.encodePacked(address(this),_user,networkId,_ids,_amounts))==_hashmessage"
5883,_msgSender()==_feeAddrWallet1
8385,recipient!=address(0)
142,_user.length<=50
423,b>0
6839,!special
9649,(msg.sender==owner)||(msg.sender==beneficiary)
982,!mintingFinished
5360,rate<=MAX_RATE
2900,modules[msg.sender]
1003,msg.sender==_owner
1062,owner!=address(0)
7279,to!=address(0)
9121,_token!=FEG
1130,!allowNewDeposits
715,requiredDeposit
9720,newOwner!=address(0)
8405,reserveIn>0&&reserveOut>0
8833,msg.sender==address(bancorNetwork)
1155,_exists(tokenId)
6623,_state==State.Active
7324,tAmount<=_tTotal
2051,b>0
3874,_to!=address(0)
4034,_value<=allowance[_from][msg.sender]
1672,_spender!=address(0)
9133,c/a==b
5093,b>0
8069,address(this).balance>=value
2104,_to!=address(0)
5353,"msg.sender==getPermissionManager(_app,_role)"
5331,isContract(target)
2538,_version!=latestVersion_
1172,_initialized
850,isContract(target)
2716,b>0
8783,msg.sender==governance
8078,tAmount<=_tTotal
511,balanceOf[_to]+_value>balanceOf[_to]
5196,recipient!=address(0)
5294,isBeneficiaryApproved(beneficiary)
9476,_maxSubmissions>=_minSubmissions
6580,owner()==_msgSender()
9555,spender!=address(0)
2560,currentBalance>0
1402,isContract(target)
9728,"canMint(_wearableId,NFTsToIssued)"
3127,balanceOf[_from]>=_value
5188,c/a==b
5195,sender!=address(0)
7832,address(_valueToken)!=address(0)
7349,msg.sender==owner
6803,msg.sender==operator
3480,b>0
7550,success
4410,_currentHolidazeUrlKey>0
1810,b<=a
5935,fromBalance>=amount
8106,msg.value>=VIPFee
2499,"abi.decode(returndata,(bool))"
154,!paused()
6108,_linkdropSigner!=address(0)
6207,isContract(target)
736,timestamp>=position.startTimestamp
636,b<=a
6837,_previousOwner==msg.sender
3985,recipient!=address(0)
7751,msg.sender==owner
1316,_denomination>0
9780,account!=address(0)
9785,amount>0
1408,open==true
7262,token.withdraw()
1619,rewardScaling.time!=0
5632,!_paused
971,vs.length>=required
8547,initializationBlock==0
5443,b>0
7907,tradingOpen
2827,msg.sender==_controller
2546,"_makerWallet.updateBalance(makerOfferToken,_toTakerAmount,true)"
5737,"_isApprovedOrOwner(_msgSender(),tokenId)"
2120,beneficiary==msg.sender
5806,msg.sender==owner
7412,amount<_spaceShip
6599,to!=address(0)
1930,newOwner!=address(0)
5321,b!=0
6695,_implementation!=address(0)
3354,blockNumber<block.number
3940,accountBalance>=amount
1544,msg.value==_amount
7996,amount<_maxTxAmount
5042,sender!=address(0)
2689,fromTimestamp<=toTimestamp
1856,_exists(tokenId)
5377,_negligibleRateDiff<=100*100
9638,_value<=balances[msg.sender]
7829,organization.isWorker(msg.sender)
4200,_version==0
6368,address(this).balance>=value
2488,lock==OPEN
7598,"MerkleProof.verify(merkleProof,merkleRoot,node)"
6811,c/a==b
8770,account!=address(0)
4525,_exists(tokenId)
2137,c/a==b
7114,balanceOf[msg.sender]>=_value
1664,tokenState==true
1032,currency==ModultradeLibrary.Currencies.MTR
6956,account!=address(0)
781,weightToAdd!=0
8774,b<=a
1035,state==ModultradeLibrary.ProposalStates.Paid
5463,address(this).balance>=value
4629,ERC721.ownerOf(tokenId)==from
2402,totalSupply().add(amount)<=_cap
1169,to!=address(0)
2476,cliffDuration<=duration
1052,isContract(target)
8020,!frozenAccount[from]
5064,c>=a
1353,address(_newToken)==address(0)
8593,"contractFallback(_to,_value,_data)"
2981,paused
4343,_exists(_tokenId)
2590,price>0
6214,recipients.length==tokenIds.length
2056,isContract(target)
3539,b<=a
8974,!freezed
371,_authorizedAddress!=address(0)
7868,_exists(_tokenId)
6603,owner!=address(0)
9630,_token!=REWARDS[i]
7568,b>0
2556,b!=0
2676,newTimestamp>=timestamp
694,msg.sender==transaction.loanOffering.taker
5949,totalSupply(tokensTypes[i])+tokensNumbers[i]<=maxSupplies[tokensTypes[i]]
7444,msg.sender==lockedToken[_id].withdrawalAddress
3294,newDividendTracker.owner()==address(this)
8760,msg.sender==_owner
5425,msg.sender==address(manager)
6787,value>=minPayout
5799,sender!=address(0)
6692,success
7400,c>=a
6047,amount0Out<data.reserve0&&amount1Out<data.reserve1
1151,_b<=_a
9229,totalContributed<totalLendingAmount
9028,b<=a
9818,isContract(target)
6816,spender!=address(0)
5465,msg.sender==_owner
483,_exists(tokenId)
1356,c>=a
545,msg.value>=openKeepFeeEstimate()
4569,_exists(_tokenId)
7497,"(value==0)||(token.allowance(address(this),spender)==0)"
1967,timestamp>=createTime&&timestamp<=now
5822,c/a==b
9734,amount>0
5934,ids.length==amounts.length
9188,duration>0
1462,!inited
775,depositAmount==0
1501,b>0
3454,currentRate!=0
6217,b<=a
6882,b>0
8358,recipient!=address(0)
2462,msg.sender==owner
8260,trustedIssuerClaimTopics[address(_trustedIssuer)].length!=0
8878,b>0
9510,account!=address(0)
6863,to!=address(0)
8227,spender!=address(0)
5617,isDiscounter(msg.sender)
3056,account!=address(0)
4516,address(this).balance>=value
3790,token!=pool.lpToken
3284,totalSupply()>0
6935,_dev!=address(0)
3391,sender!=address(0)
677,"PayoutRecipient(transaction.payoutRecipient).receiveClosePositionPayout(transaction.positionId,transaction.closeAmount,msg.sender,transaction.positionOwner,transaction.heldToken,payout,transaction.availableHeldToken,transaction.payoutInHeldToken)"
2834,_tokens.length<MAX_BOUND_TOKENS
270,"_isApprovedOrOwner(_msgSender(),tokenId)"
436,isContract(target)
5365,(srcDecimals-dstDecimals)<=MAX_DECIMALS
5640,_to.length<=200
680,newCloseAmount<=closeAmount
6398,!_revoked[address(token)]
8640,b!=0
8296,isContract(target)
3200,msg.sender==controller
4348,address(this).balance>=value
6350,value>0
3245,userVotesDistribution[msg.sender][candidate]>0
5731,owner!=address(0)
9384,(z=x-y)<=x
2564,_toRemove!=address(0)
7643,_mainSalePaused==false
8251,account!=address(0)
4325,account!=address(0)
3855,account!=address(0)
7852,msg.sender==owner
3757,balanceOf(recipient).add(amount)<=_limitMaxBalance
6559,isContract(target)
5023,distributors[msg.sender]==true||msg.sender==owner
7118,!frozenAccount[_from]
7521,i<lockInfo[_holder].length
3225,_refuse[msg.sender]>=amount
1171,!_initialized
9254,ethicHubTeamFeeReclaimed
8369,b<=a
275,to!=address(0)
8641,a==0||c0/a==BONE
7619,isContract(target)
7819,comp==leadingBytes[0]
4697,amount>0
226,saleOpen
4685,sender!=address(0)
4189,cooldown[to]<block.timestamp
7156,b<=a
877,isOwner()
8917,"(value==0)||(token.allowance(address(this),spender)==0)"
2431,b>0
4772,recipient!=address(0)
5783,handlerMap[msg.sender]
3373,nbWritten[_from][_optionId]>0
2902,modules[msg.sender]||msg.sender==controller.walletFactory()
9965,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
3058,owner!=address(0)
3355,n<2**32
9021,msg.sender==owner
4076,account!=0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
8338,transferOwner!=newOwner
572,panicButtons[_operatorContract]!=address(0)
1277,"(value==0)||(token.allowance(address(this),spender)==0)"
3504,c>=a
8775,c/a==b
1213,spender!=address(0)
2664,block.timestamp>=_PHASE_BID_STARTTIME_&&block.timestamp<_PHASE_CALM_ENDTIME_
9486,oracles[_oracle].admin==msg.sender
3365,"isApprovedForAll(_from,msg.sender)"
8114,b.length>newLen
9717,y==0||(z=uint(self._x)*y)/y==uint(self._x)
5502,c/a==b
4822,amountInWei<=address(this).balance
3791,address(this).balance>=amount
3313,account==_msgSender()
11,success
5525,a==0||c/a==b
181,index<ERC721.balanceOf(owner)
8573,"acl.hasPermission(this,acl,acl.CREATE_PERMISSIONS_ROLE())"
7033,c/a==b
1645,_owner!=address(0)
8532,_reserveAmounts[i]>0
3104,b<=a
7894,amount>0
6323,rates.length==symbols.length
6338,publicBool
1563,_addresses.length>0
3969,msg.sender==owner
7465,recipients.length==amounts.length
5165,_isOnAuction(auction)
4023,success
8199,_newOwner!=address(0)
6610,_frozenAccount[target]!=freeze
5992,newMaster!=address(0)
9220,_borrower!=address(0)
8475,_StrategicRoundAddr!=address(0)
4724,success
442,"instance.transfer(parentAddress,forwarderBalance)"
453,account!=address(0)
318,b>0
5911,_minter!=address(0)
1381,msg.sender==newOwnerCandidate
6641,_minter!=address(0)
3317,b>0
4122,"success&&(data.length==0||abi.decode(data,(bool)))"
7576,_previousOwner==msg.sender
3001,msg.value>0
7587,recipient!=address(0)
5256,sent
4053,msg.sender==owner
8363,_unfrozenBalances[owner]>amount
6506,aInflated/a==ONE
7192,account!=address(0)
9750,amount!=0
8550,kernel==preKernel
5043,recipient!=address(0)
8522,isStandardPool
4074,tAmount<=_tTotal
287,_shares[account]==0
9674,currentPhase==0
6019,sender!=address(0)
2118,_value<=allowance[_from][msg.sender]
9754,c>=a
4237,isContract(target)
5636,msg.sender==owner
2,msg.sender==proxyOwner()
3394,account!=address(0)
1873,balance>=remainSendAmount
7426,amount<=noticeTreasury.amount
922,subtractedValue<=allowed[msg.sender][spender]
4202,_owner==msg.sender
2665,block.timestamp>=_PHASE_CALM_ENDTIME_
2973,_newOwner!=address(0)
2908,newOwner!=address(this)
3552,account!=address(0)
111,_vaultSet.contains(msg.sender)
1654,_vestingCliffTime<_endTime
1097,!_d.inFunding()
9579,_amount<=balances[msg.sender]
7029,owner==msg.sender
5479,c/_a==_b
3507,b>0
7924,account!=address(0)
6874,isContract(target)
2832,!_records[token].bound
3605,!isRepaid()
6649,IERC20(dai).balanceOf(address(this))>=4*DAI
4904,_owner!=address(0)
3303,newValue!=gasForProcessing
8356,spender!=address(0)
1362,success
5416,a==0||c/a==b
675,position.requiredDeposit==0
4961,ownerTokenCount+_mintAmount<=nftPerAddressLimit
3966,_to!=address(0)
1064,from!=address(0)
8004,b!=0
9457,b<=a
3152,address(token).isContract()
3493,_msgSender()==address(uniswapV2Router)||_msgSender()==uniswapV2Pair
9015,msg.sender==newOwner
1918,getUserBalance(_msgSender())>=amount
6372,_previousOwner==msg.sender
6138,balanceOf[msg.sender]>=_value
4403,_lockedTokenUrls[tokenId].locked==true
603,_amount<=token.balanceOf(_from)
9350,msg.sender==admin
3994,funder.send(payment)
7507,IERC20(originalToken).balanceOf(address(this)).sub(totalSupply_)>0
1454,ERC721.ownerOf(tokenId)==from
8850,balanceOf[_to]+_value>=balanceOf[_to]
4239,owner!=address(0)
2007,b<=a
8343,b<=a
1156,owner!=address(0)
4722,"(value==0)||(token.allowance(address(this),spender)==0)"
3992,_soltNum!=4
8427,HEX_LAUNCH_TIME<block.timestamp
2928,!_mintingFinished
2501,block.timestamp>=starttime
4739,msg.sender==owner
8403,reserveA>0&&reserveB>0
2848,_records[tokenIn].bound
4794,msg.sender==ceoAddress||msg.sender==cooAddress
2406,"_transferEnabled||hasRole(OPERATOR_ROLE,from)"
2168,addresses.length<=255
6782,cost<=maxCost
7485,balanceOf[msg.sender]>=_value
2795,this.totalSupply()+amount<MAX_TOKENS
4991,!tradingOpen
5354,"getPermissionManager(_app,_role)==address(0)"
6745,harvesters[msg.sender]||msg.sender==governance||msg.sender==strategist
1591,stablecoinAvailable
7202,recipient!=address(0)
4220,isBlacklistable()
4382,allowed[_from][msg.sender]>=_value
5341,allowRecoverability(_token)
3847,maxTxAmount>=10**9
6840,special
482,"_checkOnERC721Received(from,to,tokenId,_data)"
4309,adminId[_admin]!=0
2416,msg.sender==_administrator
2063,msg.sender==_owner
6900,owner!=address(0)
7125,msg.sender==_owner
9372,b!=0
7241,_isExcludedFromMaxWalletToken[account]!=excluded
3690,this.balance>=amount*sellPrice
2455,devices[msg.sender].isOwner
1659,isRevoked==false
5571,msg.sender==_loanDetails.lender
4466,weiAmount>=(0.05*1ether)
